Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire
2033A;09;CH;MOA;C516.5004.01;NON;;Valeur;Avances et acomptes versés sur commandes, net N;
2033A;09;CJ;MOA;C516.5004.01;NON;;Valeur;Créances clients et comptes rattachés, net N;
2033A;09;CK;MOA;C516.5004.01;NON;;Valeur;Autres créances, net N;
2033A;09;CL;MOA;C516.5004.01;NON;;Valeur;Valeurs mobilières de placement, net N;
2033A;09;CM;MOA;C516.5004.01;NON;;Valeur;Disponibilités, net N;
2033A;09;CP;MOA;C516.5004.01;NON;;Valeur;Charges constatées d'avance, net N;
2033A;09;CQ;MOA;C516.5004.01;NON;;Valeur;Total II de l'actif circulant, net N;
2033A;09;CR;MOA;C516.5004.01;NON;;Valeur;Total général de l'actif, net N;
2033A;09;DA;MOA;C516.5004.01;NON;;Valeur;Immobilisations incorporelles, fonds commercial, net N-1;
2033A;09;DB;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations incorporelles, net N-1;
2033A;09;DC;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, net N-1;
2033A;09;DD;MOA;C516.5004.01;NON;;Valeur;Immobilisations financières, net N-1;
2033A;09;DE;MOA;C516.5004.01;NON;;Valeur;Total I de l'actif immobilisé, net N-1;
2033A;09;DF;MOA;C516.5004.01;NON;;Valeur;Stocks de matières premières, d'approvisionnements et en cours de production, net N-1;
2033A;09;DG;MOA;C516.5004.01;NON;;Valeur;Stocks de marchandises, net N-1;
2033A;09;DH;MOA;C516.5004.01;NON;;Valeur;Avances et acomptes versés sur commandes, net N-1;
2033A;09;DJ;MOA;C516.5004.01;NON;;Valeur;Créances clients et comptes rattachés, net N-1;
2033A;09;DK;MOA;C516.5004.01;NON;;Valeur;Autres créances, net N-1;
2033A;09;DL;MOA;C516.5004.01;NON;;Valeur;Valeurs mobilières de placement, net N-1;
2033A;09;DM;MOA;C516.5004.01;NON;;Valeur;Disponibilités, net N-1;
2033A;09;DP;MOA;C516.5004.01;NON;;Valeur;Charges constatées d'avance, net N-1;
2033A;09;DQ;MOA;C516.5004.01;NON;;Valeur;Total II de l'actif circulant, net N-1;
2033A;09;DR;MOA;C516.5004.01;NON;;Valeur;Total général de l'actif, net N-1;
2033A;09;EB;MOA;C516.5004.01;NON;;Valeur;Réserve relative à l'achat d'œuvres d'art d'artistes vivants;
2033A;09;EE;MOA;C516.5004.01;NON;;Valeur;Comptes courants d'associés de l'exercice N;
2033A;09;FA;MOA;C516.5004.01;NON;;Valeur;Capital social ou individuel;
2033A;09;FB;MOA;C516.5004.01;NON;;Valeur;Écarts de réévaluation;
2033A;09;FC;MOA;C516.5004.01;NON;;Valeur;Réserve légale;
2033A;09;FD;MOA;C516.5004.01;NON;;Valeur;Réserves réglementées exercice N;
2033A;09;FE;MOA;C516.5004.01;NON;;Valeur;Autres réserves;
2033A;09;FF;MOA;C516.5004.01;NON;;Valeur;Report à nouveau;
2033A;09;FG;MOA;C516.5004.01;NON;;Valeur;Résultat de l'exercice;
2033A;09;FH;MOA;C516.5004.01;NON;;Valeur;Provisions réglementées;
2033A;09;FJ;MOA;C516.5004.01;NON;;Valeur;Total I des capitaux propres;
2033A;09;FK;MOA;C516.5004.01;NON;;Valeur;Provisions pour risques et charges;
2033A;09;FL;MOA;C516.5004.01;NON;;Valeur;Emprunts et dettes assimilées;
2033A;09;FM;MOA;C516.5004.01;NON;;Valeur;Avances et acomptes reçus sur commandes en cours;
2033A;09;FN;MOA;C516.5004.01;NON;;Valeur;Fournisseurs et comptes rattachés;
2033A;09;FP;MOA;C516.5004.01;NON;;Valeur;Autres dettes;
2033A;09;FQ;MOA;C516.5004.01;NON;;Valeur;Produits constatés d'avance;
2033A;09;FR;MOA;C516.5004.01;NON;;Valeur;Total III des dettes;
2033A;09;FS;MOA;C516.5004.01;NON;;Valeur;Total général du passif;
2033A;09;GA;MOA;C516.5004.01;NON;;Valeur;Capital social ou individuel exercice N-1;
2033A;09;GB;MOA;C516.5004.01;NON;;Valeur;Écarts de réévaluation exercice N-1;
2033A;09;GC;MOA;C516.5004.01;NON;;Valeur;Réserve légale exercice N-1;
2033A;09;GD;MOA;C516.5004.01;NON;;Valeur;Réserves réglementées exercice N-1;
2033A;09;GE;MOA;C516.5004.01;NON;;Valeur;Autres réserves exercice N-1;
2033A;09;GF;MOA;C516.5004.01;NON;;Valeur;Report à nouveau exercice N-1;
2033A;09;GG;MOA;C516.5004.01;NON;;Valeur;Résultat de l'exercice exercice N-1;
2033A;09;GH;MOA;C516.5004.01;NON;;Valeur;Provisions réglementées exercice N-1;
2033A;09;GJ;MOA;C516.5004.01;NON;;Valeur;Total I des capitaux propres exercice N-1;
2033A;09;GK;MOA;C516.5004.01;NON;;Valeur;Provisions pour risques et charges exercice N-1;
2033A;09;GL;MOA;C516.5004.01;NON;;Valeur;Emprunts et dettes assimilées exercice N-1;
2033A;09;GM;MOA;C516.5004.01;NON;;Valeur;Avances et acomptes reçus sur commandes en cours exercice N-1;
2033A;09;GN;MOA;C516.5004.01;NON;;Valeur;Fournisseurs et comptes rattachés exercice N-1;
2033A;09;GP;MOA;C516.5004.01;NON;;Valeur;Autres dettes exercice N-1;
2033A;09;GQ;MOA;C516.5004.01;NON;;Valeur;Produits constatés d'avance exercice N-1;
2033A;09;GR;MOA;C516.5004.01;NON;;Valeur;Total III des dettes exercice N-1;
2033A;09;GS;MOA;C516.5004.01;NON;;Valeur;Total général du passif exercice N-1;
2033A;09;HA;MOA;C516.5004.01;NON;;Valeur;Immobilisations financières à moins d'un an;
2033A;09;HB;MOA;C516.5004.01;NON;;Valeur;Créances à plus d'un an;
2033A;09;HC;MOA;C516.5004.01;NON;;Valeur;Comptes courants d'associés débiteurs;
2033A;09;JA;MOA;C516.5004.01;NON;;Valeur;Dettes à plus d'un an;
2033A;09;JB;MOA;C516.5004.01;NON;;Valeur;Coût de revient des immobilisations acquises ou créées lors de l'exercice;
2033A;09;JC;MOA;C516.5004.01;NON;;Valeur;Prix de vente hors TVA des immobilisations cédées au cours de l'exercice;
2033A;09;JD;CCI;C889.7111.01;NON;TBX;Valeur;Déposé néant?;
2033B;09;AA;MOA;C516.5004.01;NON;;Valeur;Ventes de  marchandises, export et livraisons intra communautaires;
2033B;09;AB;MOA;C516.5004.01;NON;;Valeur;Production vendue de  biens, export et livraisons intra communautaires;
2033B;09;AC;MOA;C516.5004.01;NON;;Valeur;Production vendue de services, export et livraisons intra communautaires;
2033B;09;AN;MOA;C516.5004.01;NON;;Valeur;Crédit bail immobilier;
2033B;09;AP;MOA;C516.5004.01;NON;;Valeur;Taxe professionnelle;
2033B;09;AU;MOA;C516.5004.01;NON;;Valeur;Provisions fiscales pour implantations commerciales à l'étranger;
2033B;09;AV;MOA;C516.5004.01;NON;;Valeur;Autres charges, cotisations versées aux organisations syndicales et professionnelles;
2033B;09;BA;MOA;C516.5004.01;NON;;Valeur;Ventes de marchandises;
2033B;09;BB;MOA;C516.5004.01;NON;;Valeur;Production vendue de biens;
2033B;09;BC;MOA;C516.5004.01;NON;;Valeur;Production vendue de services;
2033B;09;BD;MOA;C516.5004.01;NON;;Valeur;Production stockée;
2033B;09;BE;MOA;C516.5004.01;NON;;Valeur;Production immobilisée;
2033B;09;BF;MOA;C516.5004.01;NON;;Valeur;Subventions d'exploitation reçues;
2033B;09;BG;MOA;C516.5004.01;NON;;Valeur;Autres produits;
2033B;09;BH;MOA;C516.5004.01;NON;;Valeur;Total des produits d'exploitation hors TVA;
2033B;09;BJ;MOA;C516.5004.01;NON;;Valeur;Achats de marchandises, y compris droits de douane;
2033B;09;BK;MOA;C516.5004.01;NON;;Valeur;Variation de stock de marchandises;
2033B;09;BL;MOA;C516.5004.01;NON;;Valeur;Achats de matières premières et autres approvisionnements y compris droits de douane;
2033B;09;BM;MOA;C516.5004.01;NON;;Valeur;Variation de stock de matières premières et d'approvisionnements;
2033B;09;BN;MOA;C516.5004.01;NON;;Valeur;Autres charges externes;
2033B;09;BP;MOA;C516.5004.01;NON;;Valeur;Impôts, taxes et versements assimilés;
2033B;09;BQ;MOA;C516.5004.01;NON;;Valeur;Rémunérations du personnel;
2033B;09;BR;MOA;C516.5004.01;NON;;Valeur;Charges sociales;
2033B;09;BS;MOA;C516.5004.01;NON;;Valeur;Dotations aux amortissements;
2033B;09;BT;MOA;C516.5004.01;NON;;Valeur;Dotations aux provisions;
2033B;09;BU;MOA;C516.5004.01;NON;;Valeur;Autres charges;
2033B;09;BV;MOA;C516.5004.01;NON;;Valeur;Total des charges d'exploitation;
2033B;09;BW;MOA;C516.5004.01;NON;;Valeur;Résultat d'exploitation;
2033B;09;BX;MOA;C516.5004.01;NON;;Valeur;Produits financiers;
2033B;09;BY;MOA;C516.5004.01;NON;;Valeur;Produits exceptionnels;
2033B;09;BZ;MOA;C516.5004.01;NON;;Valeur;Charges financières;
2033B;09;CA;MOA;C516.5004.01;NON;;Valeur;Charges exceptionnelles;
2033B;09;CB;MOA;C516.5004.01;NON;;Valeur;Impôt sur les bénéfices;
2033B;09;CC;MOA;C516.5004.01;NON;;Valeur;Bénéfice ou perte N;
2033B;09;CD;MOA;C516.5004.01;NON;;Valeur;Report du bénéfice;
2033B;09;CE;MOA;C516.5004.01;NON;;Valeur;Rémunérations et avantages personnels non déductibles;
2033B;09;CF;MOA;C516.5004.01;NON;;Valeur;Amortissements excédentaires et autres amortissements non déductibles;
2033B;09;CG;MOA;C516.5004.01;NON;;Valeur;Provisions non déductibles;
2033B;09;CH;MOA;C516.5004.01;NON;;Valeur;Impôts et taxes non déductibles;
2033B;09;CJ;MOA;C516.5004.01;NON;;Valeur;Réintégrations diverses;
2033B;09;CM;MOA;C516.5004.01;NON;;Valeur;Bénéfice fiscal avant imputation des déficits antérieurs;
2033B;09;CN;MOA;C516.5004.01;NON;;Valeur;Déficit de l'exercice reporté en arrière pour entreprises IS;
2033B;09;CR;MOA;C516.5004.01;NON;;Valeur;Bénéfice fiscal après imputation des déficits;
2033B;09;CS;RFF;C506.1154.01;NON;;Valeur;Numéro d'agrément du CGA;
2033B;09;CT;QTY;C186.6060.01;NON;;Valeur;Effectif moyen du personnel, apprentis;
2033B;09;CU;QTY;C186.6060.01;NON;;Valeur;Effectif moyen du personnel, handicapés;
2033B;09;CV;MOA;C516.5004.01;NON;;Valeur;Cotisations personnelles obligatoires de l'exploitant;
2033B;09;DA;MOA;C516.5004.01;NON;;Valeur;Ventes de marchandises, exercice N-1;
2033B;09;DB;MOA;C516.5004.01;NON;;Valeur;Production vendue de biens, exercice N-1;
2033B;09;DC;MOA;C516.5004.01;NON;;Valeur;Production vendue de services, exercice N-1;
2033B;09;DD;MOA;C516.5004.01;NON;;Valeur;Production stockée, exercice N-1;
2033B;09;DE;MOA;C516.5004.01;NON;;Valeur;Production immobilisée, exercice N-1;
2033B;09;DF;MOA;C516.5004.01;NON;;Valeur;Subventions d'exploitation reçues, exercice N-1;
2033B;09;DG;MOA;C516.5004.01;NON;;Valeur;Autres produits, exercice N-1;
2033B;09;DH;MOA;C516.5004.01;NON;;Valeur;Total des produits d'exploitation hors TVA, exercice N-1;
2033B;09;DJ;MOA;C516.5004.01;NON;;Valeur;Achats de marchandises, y compris droits de douane, exercice N-1;
2033B;09;DK;MOA;C516.5004.01;NON;;Valeur;Variation de stock de marchandises, exercice N-1;
2033B;09;DL;MOA;C516.5004.01;NON;;Valeur;Achats de matières premières et autres approvisionnements y compris droits de douane, exercice N-1;
2033B;09;DM;MOA;C516.5004.01;NON;;Valeur;Variation de stock de matières premières et d'approvisionnements, exercice N-1;
2033B;09;DN;MOA;C516.5004.01;NON;;Valeur;Autres charges externes, exercice N-1;
2033B;09;DP;MOA;C516.5004.01;NON;;Valeur;Impôts, taxes et versements assimilés, exercice N-1;
2033B;09;DQ;MOA;C516.5004.01;NON;;Valeur;Rémunérations du personnel, exercice N-1;
2033B;09;DR;MOA;C516.5004.01;NON;;Valeur;Charges sociales, exercice N-1;
2033B;09;DS;MOA;C516.5004.01;NON;;Valeur;Dotations aux amortissements, exercice N-1;
2033B;09;DT;MOA;C516.5004.01;NON;;Valeur;Dotations aux provisions, exercice N-1;
2033B;09;DU;MOA;C516.5004.01;NON;;Valeur;Autres charges, exercice N-1;
2033B;09;DV;MOA;C516.5004.01;NON;;Valeur;Total des charges d'exploitation, exercice N-1;
2033B;09;DW;MOA;C516.5004.01;NON;;Valeur;Résultat d'exploitation, exercice N-1;
2033B;09;DX;MOA;C516.5004.01;NON;;Valeur;Produits financiers, exercice N-1;
2033B;09;DY;MOA;C516.5004.01;NON;;Valeur;Produits exceptionnels, exercice N-1;
2033B;09;DZ;MOA;C516.5004.01;NON;;Valeur;Charges financières, exercice N-1;
2033B;09;EA;MOA;C516.5004.01;NON;;Valeur;Charges exceptionnelles, exercice N-1;
2033B;09;EB;MOA;C516.5004.01;NON;;Valeur;Impôt sur les bénéfices, exercice N-1;
2033B;09;EC;MOA;C516.5004.01;NON;;Valeur;Bénéfice ou perte N-1;
2033B;09;ED;MOA;C516.5004.01;NON;;Valeur;Report du déficit;
2033B;09;EK;MOA;C516.5004.01;NON;;Valeur;Exonérations ou abattements sur le bénéfice et exonération entreprises nouvelles ou zone franche Corse;
2033B;09;EL;MOA;C516.5004.01;NON;;Valeur;Déductions diverses;
2033B;09;EM;MOA;C516.5004.01;NON;;Valeur;Déficit fiscal avant imputation des déficits antérieurs;
2033B;09;EP;MOA;C516.5004.01;NON;;Valeur;Déficits antérieurs reportables;
2033B;09;ER;MOA;C516.5004.01;NON;;Valeur;Déficit fiscal après imputation des déficits;
2033B;09;EV;MOA;C516.5004.01;NON;;Valeur;Prélèvements personnels de marchandises;
2033B;09;FA;MOA;C516.5004.01;NON;;Valeur;Zone restruct.  Défense (44 terdecies);
2033B;09;FB;MOA;C516.5004.01;NON;;Valeur;Zone revitalisation rurales (44 quindecies);
2033B;09;FJ;MOA;C516.5004.01;NON;;Valeur;Écarts de valeurs liquidatives sur OPVCM;
2033B;09;FK;MOA;C516.5004.01;NON;;Valeur;Intérêts excédentaires sur comptes courants d'associés;
2033B;09;FL;MOA;C516.5004.01;NON;;Valeur;Créance due au report en arrière du déficit;
2033B;09;FM;MOA;C516.5004.01;NON;;Valeur;Primes et cotisations complémentaires facultatives;
2033B;09;FU;QTY;C186.6060.01;NON;;Valeur;Effectif moyen du personnel;
2033B;09;GN;MOA;C516.5004.01;NON;;Valeur;Crédit bail mobilier;
2033B;09;HL;MOA;C516.5004.01;NON;;Valeur;Divers dont investissements outre-mer;
2033B;09;HU;MOA;C516.5004.01;NON;;Valeur;Montant de la TVA collectée;
2033B;09;HV;MOA;C516.5004.01;NON;;Valeur;Montant de la TVA déductible sur biens et services;
2033B;09;HW;MOA;C516.5004.01;NON;;Valeur;Exonération ou abattement sur le bénéfice pour reprise d 'enterprises en difficulté;
2033B;09;JA;MOA;C516.5004.01;NON;;Valeur;Déficits antérieurs reportables pour les entreprises à l'IS;
2033B;09;JB;CCI;C889.7111.01;NON;TBX;Valeur;Déposé néant?;
2033B;09;LA;FTX;C108.4440.01;OUI;;TexteLibre1;Détail des divers à réintégrer au résultat fiscal, libellé;
2033B;09;LB;MOA;C516.5004.01;OUI;;Valeur;Détail des divers à réintégrer au résultat fiscal, montant;
2033B;09;MA;FTX;C108.4440.01;OUI;;TexteLibre1;Détail des divers à déduire du résultat fiscal, libellé;
2033B;09;MB;MOA;C516.5004.01;OUI;;Valeur;Détail des divers à déduire du résultat fiscal, montant;
2033B;09;MC;MOA;C516.5004.01;NON;;Valeur;Déduction pour entreprise nouvelle, art 44 seixes;
2033B;09;MD;MOA;C516.5004.01;NON;;Valeur;Déduction pour zone franche urbaine , art 44 octies et 44 octies A;
2033B;09;MF;MOA;C516.5004.01;NON;;Valeur;Déduction pour jeune entreprise innovante, art 44 sexies A;
2033B;09;MG;MOA;C516.5004.01;NON;;Valeur;Déduction pour pole de compétitivité, art 44 undecies;
2033B;09;MH;MOA;C516.5004.01;NON;;Valeur;Déduction pour zone franche d'activité, art 44 quaterdecies;
2033B;09;MJ;QTY;C186.6060.01;NON;;Valeur;Effectif affecté à l'acticité artisanale;
2033C;09;AA;MOA;C516.5004.01;NON;;Valeur;Immobilisations incorporelles, fonds commercial, valeur brute au début de l'exercice;
2033C;09;AB;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations incorporelles, valeur brute au début de l'exercice;
2033C;09;AC;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, terrains, valeur brute au début de l'exercice;
2033C;09;AD;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, constructions, valeur brute au début de l'exercice;
2033C;09;AE;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations techniques matériel et outillages industriels, valeur brute au début de l'exercice;
2033C;09;AF;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations générales et aménagements divers, valeur brute au début de l'exercice;
2033C;09;AG;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, matériel de transport, valeur brute au début de l'exercice;
2033C;09;AH;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations corporelles valeur brute au début de l'exercice;
2033C;09;AJ;MOA;C516.5004.01;NON;;Valeur;Immobilisations financières, valeur brute au début de l'exercice;
2033C;09;AK;MOA;C516.5004.01;NON;;Valeur;Total des immobilisations, valeur brute au début de l'exercice;
2033C;09;BA;MOA;C516.5004.01;NON;;Valeur;Immobilisations incorporelles, fonds commercial, augmentations;
2033C;09;BB;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations incorporelles, augmentations;
2033C;09;BC;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, terrains, augmentations;
2033C;09;BD;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, constructions, augmentations;
2033C;09;BE;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations techniques matériel et outillages industriels, augmentations;
2033C;09;BF;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations générales et aménagements divers, augmentations;
2033C;09;BG;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, matériel de transport, augmentations;
2033C;09;BH;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations corporelles augmentations;
2033C;09;BJ;MOA;C516.5004.01;NON;;Valeur;Immobilisations financières, augmentations;
2033C;09;BK;MOA;C516.5004.01;NON;;Valeur;Total des immobilisations, augmentations;
2033C;09;CA;MOA;C516.5004.01;NON;;Valeur;Immobilisations incorporelles, fonds commercial, diminutions;
2033C;09;CB;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations incorporelles, diminutions;
2033C;09;CC;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, terrains, diminutions;
2033C;09;CD;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, constructions, diminutions;
2033C;09;CE;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations techniques matériel et outillages industriels, diminutions;
2033C;09;CF;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations générales et aménagements divers, diminutions;
2033C;09;CG;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, matériel de transport, diminutions;
2033C;09;CH;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations corporelles, diminutions;
2033C;09;CJ;MOA;C516.5004.01;NON;;Valeur;Immobilisations financières, diminutions;
2033C;09;CK;MOA;C516.5004.01;NON;;Valeur;Total des immobilisations, diminutions;
2033C;09;DA;MOA;C516.5004.01;NON;;Valeur;Immobilisations incorporelles, fonds commercial, valeur brute à la fin de l'exercice;
2033C;09;DB;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations incorporelles, valeur brute à la fin de l'exercice;
2033C;09;DC;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, terrains, valeur brute à la fin de l'exercice;
2033C;09;DD;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, constructions, valeur brute en fin d'exercice;
2033C;09;DE;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations techniques matériel et outillages industriels, valeur brute à la fin de l'exercice;
2033C;09;DF;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations générales et aménagements divers, valeur brute à la fin de l'exercice;
2033C;09;DG;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, matériel de transport, valeur brute à la fin de l'exercice;
2033C;09;DH;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations corporelles, valeur brute à la fin de l'exercice;
2033C;09;DJ;MOA;C516.5004.01;NON;;Valeur;Immobilisations financières, valeur brute à la fin de l'exercice;
2033C;09;DK;MOA;C516.5004.01;NON;;Valeur;Total des immobilisations, valeur brute à la fin de l'exercice;
2033C;09;EA;MOA;C516.5004.01;NON;;Valeur;Immobilisations incorporelles, fonds commercial, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;EB;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations incorporelles, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;EC;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, terrains, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;ED;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, constructions, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;EE;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations techniques matériel et outillages industriels, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;EF;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, installations générales et aménagements divers, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;EG;MOA;C516.5004.01;NON;;Valeur;Immobilisations corporelles, matériel de transport, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;EH;MOA;C516.5004.01;NON;;Valeur;Autres immobilisations corporelles, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;EJ;MOA;C516.5004.01;NON;;Valeur;Immobilisations financières, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;EK;MOA;C516.5004.01;NON;;Valeur;Total des immobilisations, réévaluation légale, valeur d'origine en fin exercice;
2033C;09;FA;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations incorporelles, valeur brute au début de l'exercice;
2033C;09;FB;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, terrains, valeur brute au début de l'exercice;
2033C;09;FC;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, constructions, valeur brute au début de l'exercice;
2033C;09;FD;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, installations techniques, matériel et outillage industriels, valeur brute au début de l'exercice;
2033C;09;FE;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, installations générales, agencements et aménagements divers, valeur brute au début de l'exercice;
2033C;09;FF;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, matériel de transport, valeur brute au début de l'exercice;
2033C;09;FG;MOA;C516.5004.01;NON;;Valeur;Amortissements sur autres immobilisations corporelles, valeur brute au début de l'exercice;
2033C;09;FH;MOA;C516.5004.01;NON;;Valeur;Total des amortissements sur  immobilisations, valeur brute au début de l'exercice;
2033C;09;GA;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations incorporelles, augmentations : dotations de l'exercice;
2033C;09;GB;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, terrains, augmentations : dotations de l'exercice;
2033C;09;GC;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, constructions, augmentations : dotations de l'exercice;
2033C;09;GD;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, installations techniques, matériel et outillage industriels, augmentations : dotations de l'exercice;
2033C;09;GE;MOA;C516.5004.01;NON;;Valeur;Amortissements sur immobilisations corporelles, installations générales, agencements et aménagements divers, augmentations : dotations de l'exercice;
