Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire
3310A;18;KY;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire de première mise sur le marché des produits de la pêche ou de l'aquaculture (CGI, art. 302 bis WA);
3310A;18;KZ;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire de transformation des produits de la pêche ou de l'aquaculture (CGI, art. 302 bis WB);
3310A;18;LA;MOA;C516.5004.01;NON;;Valeur;Redevance pour agrément des établissements du secteur de l'alimentation animale (CGI, art. 302 bis WD à WG);
3310A;18;LC;MOA;C516.5004.01;NON;;Valeur;Redevance phytosanitaire à la circulation intracommunautaire et à l'exportation (L 251-17-1 du code rural et de la pêche maritime) - à la circulation intracommunautaire (PPE);
3310A;18;LD;MOA;C516.5004.01;NON;;Valeur;Redevance phytosanitaire à la circulation intracommunautaire et à l'exportation (L 251-17-1 du code rural et de la pêche maritime) - à l'exportation;
3310A;18;LE;MOA;C516.5004.01;NON;;Valeur;Taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de métaux précieux;
3310A;18;LF;MOA;C516.5004.01;NON;;Valeur;Taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de bijoux, objets d'arts, de collection ou d'antiquité;
3310A;18;LG;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de métaux précieux au taux de 0,5 %;
3310A;18;LH;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de bijoux, objets d'arts, de collection ou d'antiquité au taux de 0,5 %;
3310A;18;LJ;MOA;C516.5004.01;NON;;Valeur;Contribution forfaitaire pour alimentation du fonds commun des accidents du travail agricole (CGI, art. 1622);
3310A;18;LK;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris hippiques - au profit de l'Etat (CGI, art. 302 bis ZG);
3310A;18;LL;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris hippiques - au profit des organismes de sécurité sociale (CSS, art. L137-20);
3310A;18;LM;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris hippiques - engagés depuis l'étranger des courses françaises et regroupés en France (CGI, art.302 bis ZO);
3310A;18;LN;MOA;C516.5004.01;NON;;Valeur;Redevance due par les opérateurs agréés de paris hippiques en lignes - Enjeux relatifs aux courses de trot (CGI, art. 1609 tertricies);
3310A;18;LP;MOA;C516.5004.01;NON;;Valeur;Redevance due par les opérateurs agréés de paris hippiques en lignes - Enjeux relatifs aux courses de galop (CGI, art. 1609 tertricies);
3310A;18;LQ;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris sportifs - au profit de l'Etat (CGI, art.302 bis ZH);
3310A;18;LR;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris sportifs - au profit des organismes de sécurité sociale (CSS, art. L137-21);
3310A;18;LS;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris sportifs - au profit du centre national pour le développement du sport (CNDS) (CGI, art. 1609 tricies);
3310A;18;LT;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les jeux de cercles - au profit de l'Etat (CGI, art. 302 bis ZI);
3310A;18;LU;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les jeux de cercles - au profit des organismes de sécurité sociale (CSS, art. L137-22);
3310A;18;LV;MOA;C516.5004.01;NON;;Valeur;Prélèvement au profit des organismes de sécurité sociale sur le produit des appels à des numéros surtaxés effectués dans le cadre des programmes télévisés et radiodiffusés comportant des jeux et des concours (CSS, art. L137-19);
3310A;18;LW;MOA;C516.5004.01;NON;;Valeur;Prélèvement au profit du centre national pour le développement du sport (CNDS) sur les jeux commercialisés par la Française des jeux (CGI, art. 1609 novovicies) - au taux de 0,3 %;
3310A;18;LX;MOA;C516.5004.01;NON;;Valeur;Prélèvement au profit du centre national pour le développement du sport (CNDS) sur les jeux commercialisés par la Française des jeux (CGI, art. 1609 novovicies) - au taux de 1,8 %;
3310A;18;LZ;MOA;C516.5004.01;NON;;Valeur;Taxe pour frais de contrôle sur les activités de transport public routier de personnes (CGI, art. 1609 sextricies) au taux de 2 pour mille;
3310A;18;MA;MOA;C516.5004.01;NON;;Valeur;Taxe annuelle pour frais de contrôle due par les concessionnaires d'autoroutes (CGI, art. 1609 septtricies) au taux de 0,363 pour mille;
3310A;18;MB;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe pour frais de contrôle sur les activités de transport public routier de personnes (CGI, art. 1609 sextricies);
3310A;18;MC;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe annuelle pour frais de contrôle due par les concessionnaires d'autoroutes (CGI, art. 1609 septtricies);
3310A;18;MD;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de métaux précieux;
3310A;18;ME;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de bijoux, objets d'arts, de collection ou d'antiquité;
3310A;18;MF;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de métaux précieux;
3310A;18;MG;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de bijoux, objets d'arts, de collection ou d'antiquité;
3310A;18;MH;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur l'édition des ouvrages de librairie (CGI, art 1609 undecies et suiv.) au taux de 0,20%;
3310A;18;MJ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur les appareils de reproduction ou d'impression (CGI, art 1609 undecies et suiv.) au taux de 3,25%;
3310A;18;MK;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels (CGI, art 1609 sexdecies B) au taux de 2 %;
3310A;18;ML;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxr sur la diffusion en vidéo physique et en ligne de contenus audiovisuels (CGI, art 1609 sexdecies B) au taux de 10 %;
3310A;18;MM;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la taxe sur les actes des huissiers de justice (CGI, art 302 bis Y);
3310A;18;MN;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la taxe sur les embarquements ou débarquements de passagers en Corse (CGI, art 1599 vicies);
3310A;18;MP;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe pour le développement de la formation professionnelle dans les métiers de la réparation de l'automobile, du cycle et du motocycle (CGI, art 1609 sexvicies) au taux de 0,75%;
3310A;18;MQ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris hippiques au profit de l'Etat (CGI, art. 302 bis ZG);
3310A;18;MR;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris sportifs;
3310A;18;MS;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les jeux de cercles;
3310A;18;MU;QTY;C186.6060.01;NON;;Valeur;Emissions de CO2 : Nbre de véhicules possédés ou loués;
3310A;18;MV;QTY;C186.6060.01;NON;;Valeur;Emissions de CO2 : Nbre de kms remboursés;
3310A;18;MW;QTY;C186.6060.01;NON;;Valeur;Puissance fiscale : Nbre de véhicules possédés ou loués;
3310A;18;MX;QTY;C186.6060.01;NON;;Valeur;Puissance fiscale : Nbre de kms remboursés;
3310A;18;MY;MOA;C516.5004.01;NON;;Valeur;Contribution sur les activités privées de sécurité (CGI, art. 1609 quintricies) au taux de 0,4 %;
3310A;18;MZ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris hippiques au profit des organismes de sécurité sociale (CSS, art. L137-20);
3310A;18;NA;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris hippiques engagés depuis l'étranger des courses françaises et regroupés en France (CGI, art.302 bis ZO);
3310A;18;NB;MOA;C516.5004.01;NON;;Valeur;Contribution sur les activités privées de sécurité (CGI, art. 1609 quintricies) au taux de 0,6 %;
3310A;18;NC;MOA;C516.5004.01;NON;;Valeur;Prélèvements progressifs sur les clubs de jeux (V de l'article 34 de la loi n° 2017-257 du 28 février 2017 relative au statut de Paris et à l'aménagement métropolitain);
3310A;18;ND;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur certaines dépenses de publicité;
3310A;18;NE;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur la taxe sur les retransmissions sportives;
3310A;18;NF;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la taxe due par les concessionnaires d'autoroutes;
3310A;18;NG;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur les boues d'épuration urbaines et industrielles;
3310A;18;NH;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur les services fournis par les opérateurs de communication électronique;
3310A;18;NJ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution sur les activités privées de sécurité (CGI, art. 1609 quintricies) au taux de 0,4 %;
3310A;18;NK;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution sur les activités privées de sécurité (CGI, art. 1609 quintricies) au taux de 0,6 %;
3310A;18;NL;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe de risque systémique;
3310A;18;NM;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur les contrats d'échange sur défaut d'un Etat;
3310A;18;NN;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les films pornographiques ou d'incitation à la violence et sur les représentations théâtrales à caractère pornographique au taux de 33%;
3310A;18;NP;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe pour le financement du fonds de soutien aux collectivités territoriales ayant contracté des produits structurés au taux de 0,0642%;
3310A;18;NQ;MOA;C516.5004.01;NON;;Valeur;Contribution sociale à la charge des fournisseurs agréés de produits du tabac (CSS, art. L. 137-27 et suivants);
3310A;18;NR;MOA;C516.5004.01;NON;;Valeur;Taxe sur les véhicules de sociétés (CGI, art. 1010) : Véhicules de sociétés taxés selon les émissions de CO2;
3310A;18;NS;MOA;C516.5004.01;NON;;Valeur;Taxe sur les véhicules de sociétés (CGI, art. 1010) : Véhicules de sociétés taxés selon la puissance fiscale;
3310A;18;NT;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement progressif assis sur le produit des jeux (CGCT, article L. 2333-57);
3310A;18;NU;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement complémentaire assis sur le produit des jeux (CGCT, article L. 2333-57);
3310A;18;NV;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution sociale généralisée (CGCT, article L. 2333-57) sur une fraction égale à 68% du produit des jeux des machines à sous;
3310A;18;NW;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution sociale généralisée (CGCT, article L. 2333-57) sur le montant des gains des machines à sous d'un montant supérieur ou égal à 1 500 Euros réglés aux joueurs par le caissier sous forme de bons de paiement manuels;
3310A;18;NX;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution pour le remboursement de la dette sociale portant sur le montant du produit total des jeux (article 18-III de l'ordonnance n°96-50 du 24 janvier 1996);
3310A;18;NY;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution sociale à la charge des fournisseurs agréés de produits du tabac (CSS, art. L. 137-27 et suivants) au taux de 5,6%;
3310A;18;NZ;MOA;C516.5004.01;NON;;Valeur;Prélèvement progressif assis sur le produit des jeux (CGCT, article L. 2333-57);
3310A;18;PA;MOA;C516.5004.01;NON;;Valeur;Prélèvement complémentaire assis sur le produit des jeux (CGCT, article L. 2333-57);
3310A;18;PB;MOA;C516.5004.01;NON;;Valeur;Contribution sociale généralisée (CGCT, article L. 2333-57) sur une fraction du produit des jeux des machines à sous;
3310A;18;PC;MOA;C516.5004.01;NON;;Valeur;Contribution sociale généralisée (CGCT, article L. 2333-57) sur le montant des gains des machines à sous d'un montant supérieur ou égal à 1 500 Euros réglés aux joueurs par le caissier sous forme de bons de paiement manuels;
3310A;18;PD;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale (CGCT, article L. 2333-57) portant sur le montant du produit total des jeux (article 18-III de l'ordonnance n°96-50 du 24 janvier 1996);
3310A;18;PE;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la redevance sanitaire de transformation des produits de la pêche ou de l'aquaculture;
3310A;18;PF;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la redevance pour agrément des établissements du secteur de l'alimentation animale (125 Euros par établissement);
3310A;18;PG;MOA;C516.5004.01;NON;;Valeur;Base imposable sur les prélèvements progressifs sur les clubs de jeux (V de l'article 34 de la loi n° 2017-257 du 28 février 2017 relative au statut de Paris et à l'aménagement métropolitain);
3310A;18;PH;MOA;C516.5004.01;OUI;;Valeur;Droits pour le département pour la taxe sur l'exploration d'hydrocarbures (CGI, art 1590);
3310A;18;PJ;CCI;C889.7111.01;OUI;TDT;Valeur;Département bénéficiaire de la taxe sur l'exploration d'hydrocarbures (CGI, art 1590);
3310A;18;PK;MOA;C516.5004.01;NON;;Valeur;Total des droits de la taxe sur l'exploration d'hydrocarbures (CGI, art 1590);
3310A;18;PL;MOA;C516.5004.01;OUI;;Valeur;Droits pour le département pour la taxe sur l'exploration de gîtes géothermiques (CGI, art 1591);
3310A;18;PM;CCI;C889.7111.01;OUI;TDT;Valeur;Département bénéficiaire de la taxe sur l'exploration de gîtes géothermiques (CGI, art 1591);
3310A;18;PN;MOA;C516.5004.01;NON;;Valeur;Total des droits de la taxe sur l'exploration de gîtes géothermiques (CGI, art 1591);
3310CA3;18;BA;FTX;C108.4440.01;NON;;TexteLibre1;Commentaires type 1, ligne 1;1ère zone de 512 c
3310CA3;18;BA;FTX;C108.4440.02;NON;;TexteLibre2;Commentaires type 1, ligne 2;2ème zone de 512 c
3310CA3;18;BA;FTX;C108.4440.03;NON;;TexteLibre3;Commentaires type 1, ligne 3;3ème zone de 512 c
3310CA3;18;BA;FTX;C108.4440.04;NON;;TexteLibre4;Commentaires type 1, ligne 4;4ème zone de 512 c
3310CA3;18;BA;FTX;C108.4440.05;NON;;TexteLibre5;Commentaires type 1, ligne 5;5ème zone de 512 c
3310CA3;18;BB;CCI;C889.7111.01;NON;TBX;Valeur;Paiement par imputation; Table TBX avec X pour sélectionné, CCI/7037 = CAV/1131 = TBX
3310CA3;18;BC;CCI;C889.7111.01;NON;TBX;Valeur;Mention expresse;Table TBX avec X pour sélectionné, CCI/7037 = CAV/1131 = TBX
3310CA3;18;CA;MOA;C516.5004.01;NON;;Valeur;Opérations imposables HT - Ventes, prestations de services;
3310CA3;18;CB;MOA;C516.5004.01;NON;;Valeur;Opérations imposables HT - Autres opérations imposables;
3310CA3;18;CC;MOA;C516.5004.01;NON;;Valeur;Opérations imposables - acquisitions intra-communautaires, base hors taxe;
3310CA3;18;CD;MOA;C516.5004.01;NON;;Valeur;Opérations imposables HT - dont ventes à distance et/ou opérations de montage;
3310CA3;18;CE;MOA;C516.5004.01;NON;;Valeur;Opérations imposables HT - régularisation;
3310CA3;18;CF;MOA;C516.5004.01;NON;;Valeur;Livraisons d'electricité, de gaz naturel, de chaleur ou de froid imposables en France, base hors taxe;
3310CA3;18;CG;MOA;C516.5004.01;NON;;Valeur;Opérations imposables HT - achats de biens ou de prestations de services réalisés auprès d'un assujetti non établi en France, art 283-1 du CGI;
3310CA3;18;DA;MOA;C516.5004.01;NON;;Valeur;Montant des exportations hors communauté européenne non imposables;
3310CA3;18;DB;MOA;C516.5004.01;NON;;Valeur;Autres opérations non imposables;
3310CA3;18;DC;MOA;C516.5004.01;NON;;Valeur;Opérations non imposables, livraisons intra-communautaires - ventes B to B;
3310CA3;18;DD;MOA;C516.5004.01;NON;;Valeur;Opérations non imposables - Achats en franchise;
3310CA3;18;DE;MOA;C516.5004.01;NON;;Valeur;Opérations non imposables - régularisations;
3310CA3;18;DF;MOA;C516.5004.01;NON;;Valeur;Livraisons d'electricité , de gaz naturel, de chaleur ou de froid non imposables en France;
3310CA3;18;DG;MOA;C516.5004.01;NON;;Valeur;Opérations non imposables - vente de biens ou de prestations de services réalisées par un assujetti non établi en France, art 283-1 du CGI;
3310CA3;18;DH;MOA;C516.5004.01;NON;;Valeur;Ventes à distance au profit de particuliers (consommateurs finaux) - ventes B to C;
3310CA3;18;FB;MOA;C516.5004.01;NON;;Valeur;Opérations imposables au taux réduit en France métropolitaine : base HT;
3310CA3;18;FC;MOA;C516.5004.01;NON;;Valeur;Opérations imposables aux anciens taux (France métropolitaine ou DOM) : base HT;
3310CA3;18;FD;MOA;C516.5004.01;NON;;Valeur;Opérations imposables à un taux particulier base HT;
3310CA3;18;FG;MOA;C516.5004.01;NON;;Valeur;Ligne utilisable pour une nouveau taux en métropole (base HT)   (ligne à blanc);
3310CA3;18;FH;MOA;C516.5004.01;NON;;Valeur;Ligne utilisable pour une nouveau taux en métropole (taxe due)  (ligne à blanc);
3310CA3;18;FJ;MOA;C516.5004.01;NON;;Valeur;Ligne utilisable pour une nouveau taux dans les DOM (base HT)   (ligne à blanc);
3310CA3;18;FK;MOA;C516.5004.01;NON;;Valeur;Ligne utilisable pour une nouveau taux dans les DOM (taxe due)  (ligne à blanc);
3310CA3;18;FM;MOA;C516.5004.01;NON;;Valeur;Opérations réalisées dans les DOM imposables au taux normal : base HT;
3310CA3;18;FN;MOA;C516.5004.01;NON;;Valeur;Opérations imposables réalisées dans les DOM au taux réduit base HT;
3310CA3;18;FP;MOA;C516.5004.01;NON;;Valeur;Opérations imposables au taux normal de 20% en France métropolitaine : base HT;
3310CA3;18;FR;MOA;C516.5004.01;NON;;Valeur;Opérations imposables au taux réduit de 10% en France métropolitaine : base HT;
