Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire
1330CVAE;19;CK;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (3);
1330CVAE;19;CL;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (4);
1330CVAE;19;CM;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (5);
1330CVAE;19;CN;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (6);
1330CVAE;19;CP;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (7);
1330CVAE;19;CQ;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (8);
1330CVAE;19;DA;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (1);
1330CVAE;19;DB;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (2);
1330CVAE;19;DC;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (3);
1330CVAE;19;DD;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (4);
1330CVAE;19;DE;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (5);
1330CVAE;19;DF;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (6);
1330CVAE;19;DG;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (7);
1330CVAE;19;DH;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (1);
1330CVAE;19;DJ;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (2);
1330CVAE;19;DK;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (3);
1330CVAE;19;DL;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (4);
1330CVAE;19;DM;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (5);
1330CVAE;19;DN;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (6);
1330CVAE;19;DP;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (7);
1330CVAE;19;DQ;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (8);
1330CVAE;19;EA;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (1);
1330CVAE;19;EB;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (2);
1330CVAE;19;EC;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (3);
1330CVAE;19;ED;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (4);
1330CVAE;19;EE;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (5);
1330CVAE;19;EF;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (6);
1330CVAE;19;EG;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (7);
1330CVAE;19;EH;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (1);
1330CVAE;19;EJ;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (2);
1330CVAE;19;EK;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (3);
1330CVAE;19;EL;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (4);
1330CVAE;19;EM;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (5);
1330CVAE;19;EN;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (6);
1330CVAE;19;EP;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (7);
1330CVAE;19;EQ;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (8);
1330CVAEE;19;BA;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (1);COMMUNE
1330CVAEE;19;BB;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (2);COMMUNE
1330CVAEE;19;BC;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (3);COMMUNE
1330CVAEE;19;BD;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (4);COMMUNE
1330CVAEE;19;BE;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (5);COMMUNE
1330CVAEE;19;BF;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (6);COMMUNE
1330CVAEE;19;BG;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (7);COMMUNE
1330CVAEE;19;DA;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (1);
1330CVAEE;19;DB;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (2);
1330CVAEE;19;DC;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (3);
1330CVAEE;19;DD;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (4);
1330CVAEE;19;DE;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (5);
1330CVAEE;19;DF;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (6);
1330CVAEE;19;DG;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (7);
1330CVAEE;19;EA;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (1);
1330CVAEE;19;EB;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (2);
1330CVAEE;19;EC;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (3);
1330CVAEE;19;ED;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (4);
1330CVAEE;19;EE;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (5);
1330CVAEE;19;EF;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (6);
1330CVAEE;19;EG;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (7);
1330CVAEE;19;FA;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (1);
1330CVAEE;19;FB;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (2);
1330CVAEE;19;FC;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (3);
1330CVAEE;19;FD;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (4);
1330CVAEE;19;FE;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (5);
1330CVAEE;19;FF;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (6);
1330CVAEE;19;FG;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (7);
1330CVAEPE;19;AA;MOA;C516.5004.01;NON;;Valeur;Valeur ajoutée globale;
1330CVAEPE;19;AB;PCD;C501.5482.01;NON;;Valeur;Ratio Montant des charges afférentes à l'activité de production d'électricité / Montant total des charges de l'entreprise;
1330CVAEPE;19;AC;PCD;C501.5482.01;NON;;Valeur;Puissance installée totale des seuls établissements décrit aux articles 1519-F et 1519-D / Puissance installée totale de l'ensemble des établissements;
1330CVAEPE;19;AD;MOA;C516.5004.01;NON;;Valeur;Valeur Ajoutée correspondant uniquement à celle créée par les unités de production d'électricité.;
1330CVAEPE;19;BA;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement;NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BA;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement;NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BA;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement;NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BA;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement;NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BA;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement;NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BB;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (2);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BB;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (2);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BB;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (2);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BB;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (2);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BB;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (2);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BC;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (3);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BC;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (3);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BC;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (3);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BC;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (3);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BC;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (3);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BD;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (4);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BD;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (4);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BD;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (4);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BD;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (4);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BD;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (4);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BE;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (5);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BE;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (5);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BE;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (5);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BE;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (5);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BE;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (5);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BF;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (6);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BF;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (6);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BF;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (6);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BF;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (6);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BF;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (6);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BG;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (7);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BG;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (7);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BG;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (7);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BG;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (7);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;BG;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (7);NOM DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;19;CA;NAD;C080.3036.01;OUI;;Designation;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Dénomination de l'établissement;IDENTIFIANT ET NOM DENOMINATION
1330CVAEPE;19;CA;NAD;C080.3036.02;OUI;;DesignationSuite1;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Complément de dénomination de l'établissement;IDENTIFIANT ET NOM DENOMINATION
1330CVAEPE;19;CA;NAD;C080.3036.03;OUI;;DesignationSuite2;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Complément 2 de dénomination de l'établissement;IDENTIFIANT ET NOM DENOMINATION
1330CVAEPE;19;CA;NAD;C082.3039.01;OUI;;Identifiant;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé NIC de l'établissement;IDENTIFIANT ET NOM DENOMINATION
1330CVAEPE;19;CB;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Valeur ajoutee;
1330CVAEPE;19;CD;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Somme des bases CFE;
1330CVAEPE;19;DA;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune;
1330CVAEPE;19;DB;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (2);
1330CVAEPE;19;DC;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (3);
1330CVAEPE;19;DD;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (4);
1330CVAEPE;19;DE;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (5);
1330CVAEPE;19;DF;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (6);
1330CVAEPE;19;DG;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (7);
1330CVAEPE;19;EA;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW;
1330CVAEPE;19;EB;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (2);
1330CVAEPE;19;EC;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (3);
1330CVAEPE;19;ED;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (4);
1330CVAEPE;19;EE;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (5);
1330CVAEPE;19;EF;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (6);
1330CVAEPE;19;EG;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (7);
1330CVAEPE;19;FA;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du departement 1;
1330CVAEPE;19;FB;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du departement 2;
1330CVAEPE;19;FC;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du departement 3;
1330CVAEPE;19;FD;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du departement 4;
1330CVAEPE;19;FE;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du departement 5;
1330CVAEPE;19;FF;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du departement 6;
1330CVAEPE;19;FG;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du departement 7;
1330CVAEPE;19;GA;NAD;0000.3164.01;OUI;;AdresseVille;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Commune de localisation de l'établissement;IDENTIFIANT COMMUNE
1330CVAEPE;19;GA;NAD;C082.3039.01;OUI;;Identifiant;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé NIC de l'établissement;IDENTIFIANT COMMUNE
1330CVAEPE;19;GB;CCI;C889.7111.01;OUI;TCO;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Code INSEE de la commune de localisation de l'établissement;
1330CVAEPE;19;GC;CCI;C889.7111.01;OUI;TPE;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Type d'installation;
1330CVAEPE;19;GD;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Base CFE;
1330CVAEPE;19;GE;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Valeur ajoutee correspondante;
1330CVAEPE;19;HA;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune;
1330CVAEPE;19;HB;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (2);
1330CVAEPE;19;HC;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (3);
1330CVAEPE;19;HD;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (4);
1330CVAEPE;19;HE;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (5);
1330CVAEPE;19;HF;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (6);
1330CVAEPE;19;HG;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (7);
1330CVAEPE;19;JA;NAD;C080.3036.01;OUI;;Designation;Etablissement situé sur plusieurs communes hydroelectrique concédé Dénomination de l'établissement;IDENTIFIANT ET NOM DENOMINATION
1330CVAEPE;19;JA;NAD;C080.3036.02;OUI;;DesignationSuite1;Etablissement situé sur plusieurs communes hydroelectrique concédé Complément de dénomination de l'établissement;IDENTIFIANT ET NOM DENOMINATION
1330CVAEPE;19;JA;NAD;C080.3036.03;OUI;;DesignationSuite2;Etablissement situé sur plusieurs communes hydroelectrique concédé Complément 2 de dénomination de l'établissement;IDENTIFIANT ET NOM DENOMINATION
1330CVAEPE;19;JA;NAD;C082.3039.01;OUI;;Identifiant;Etablissement situé sur plusieurs communes hydroelectrique concédé NIC de l'établissement;IDENTIFIANT ET NOM DENOMINATION
1330CVAEPE;19;JB;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes hydroelectrique concédé Valeur ajoutee;
1330CVAEPE;19;KA;NAD;0000.3164.01;OUI;;AdresseVille;Etablissement situé sur plusieurs communes hydroelectrique concédé commune de l'établissement;IDENTIFIANT COMMUNE
1330CVAEPE;19;KA;NAD;C082.3039.01;OUI;;Identifiant;Etablissement situé sur plusieurs communes hydroelectrique concédé NIC de l'établissement;IDENTIFIANT COMMUNE
1330CVAEPE;19;KB;CCI;C889.7111.01;OUI;TCO;Valeur;Etablissement situé sur plusieurs communes hydroelectrique concédé Code INSEE de la commune de l'établissement;
1330CVAEPE;19;KC;PCD;C501.5482.01;OUI;;Valeur;Etablissement situé sur plusieurs communes hydroelectrique concédé Pourcentage de repartition;
1330CVAEPE;19;KD;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes hydroelectrique concédé Valeur ajoutee correspondante;
2025A;19;AA;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation autorisée;
2025A;19;AB;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation effectivement pratiquée;
2025A;19;AC;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation antérieure rapportée au bénéfice imposable;
2025A;19;BA;FTX;C108.4440.01;OUI;;TexteLibre1;Détail de la provision pour hausse des prix, produits, matières et approvisionnements, libellé;
2025A;19;CA;QTY;C186.6060.01;OUI;;Valeur;Détail de la provision pour hausse des prix, quantités à la clôture de l'exercice;
2025A;19;DA;MOA;C516.5004.01;OUI;;Valeur;Détail de la provisions pour hausse des prix, valeur unitaire à l'ouverture de l'exercice;
2025A;19;EA;MOA;C516.5004.01;OUI;;Valeur;Détail de la provisions pour hausse des prix, valeur unitaire à la clôture de l'exercice;
2025C;19;BA;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation au compte provision à la clôture de l'exercice;
2025C;19;BB;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation  antérieure rapportée au bénéfice imposable;
2025C;19;DA;NAD;0000.3164.01;NON;;AdresseVille;Entreprise bénéficiaire du prêt, ville;NOM DENOMINATION ADRESSE
2025C;19;DA;NAD;0000.3207.01;NON;;AdresseCodePays;Entreprise bénéficiaire du prêt, pays;NOM DENOMINATION ADRESSE
2025C;19;DA;NAD;0000.3251.01;NON;;AdresseCodePostal;Entreprise bénéficiaire du prêt, code postal;NOM DENOMINATION ADRESSE
2025C;19;DA;NAD;C059.3042.01;NON;;AdresseNumero, AdresseType, AdresseVoie;Entreprise bénéficiaire du prêt,  numéro, type et nom voie;NOM DENOMINATION ADRESSE
2025C;19;DA;NAD;C059.3042.02;NON;;AdresseComplement;Entreprise bénéficiaire du prêt,  complément de distribution;NOM DENOMINATION ADRESSE
2025C;19;DA;NAD;C059.3042.03;NON;;AdresseHameau;Entreprise bénéficiaire du prêt, lieu-dit hameau;NOM DENOMINATION ADRESSE
2025C;19;DA;NAD;C080.3036.01;NON;;Designation;Entreprise bénéficiaire du prêt, dénomination;NOM DENOMINATION ADRESSE
