Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire
1330CVAE;17;BF;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (6);IDENTIFIANT COMMUNE
1330CVAE;17;BF;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (6);IDENTIFIANT COMMUNE
1330CVAE;17;BG;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (7);IDENTIFIANT COMMUNE
1330CVAE;17;BG;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (7);IDENTIFIANT COMMUNE
1330CVAE;17;BH;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation du chantier/lieu d'exercice (1);COMMUNE
1330CVAE;17;BJ;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation du chantier/lieu d'exercice (2);COMMUNE
1330CVAE;17;BK;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation du chantier/lieu d'exercice (3);COMMUNE
1330CVAE;17;BL;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation du chantier/lieu d'exercice (4);COMMUNE
1330CVAE;17;BM;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation du chantier/lieu d'exercice (5);COMMUNE
1330CVAE;17;BN;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation du chantier/lieu d'exercice (6);COMMUNE
1330CVAE;17;BP;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation du chantier/lieu d'exercice (7);COMMUNE
1330CVAE;17;BQ;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation du chantier/lieu d'exercice (8);COMMUNE
1330CVAE;17;CA;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation de l'établissement (1);
1330CVAE;17;CB;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation de l'établissement (2);
1330CVAE;17;CC;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation de l'établissement (3);
1330CVAE;17;CD;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation de l'établissement (4);
1330CVAE;17;CE;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation de l'établissement (5);
1330CVAE;17;CF;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation de l'établissement (6);
1330CVAE;17;CG;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation de l'établissement (7);
1330CVAE;17;CH;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (1);
1330CVAE;17;CJ;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (2);
1330CVAE;17;CK;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (3);
1330CVAE;17;CL;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (4);
1330CVAE;17;CM;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (5);
1330CVAE;17;CN;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (6);
1330CVAE;17;CP;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (7);
1330CVAE;17;CQ;CCI;C889.7111.01;OUI;TDT;Valeur;Numéro du département de situation du chantier/lieu d'exercice (8);
1330CVAE;17;DA;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (1);
1330CVAE;17;DB;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (2);
1330CVAE;17;DC;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (3);
1330CVAE;17;DD;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (4);
1330CVAE;17;DE;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (5);
1330CVAE;17;DF;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (6);
1330CVAE;17;DG;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation de l'établissement (7);
1330CVAE;17;DH;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (1);
1330CVAE;17;DJ;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (2);
1330CVAE;17;DK;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (3);
1330CVAE;17;DL;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (4);
1330CVAE;17;DM;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (5);
1330CVAE;17;DN;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (6);
1330CVAE;17;DP;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (7);
1330CVAE;17;DQ;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de situation du chantier/lieu d'exercice (8);
1330CVAE;17;EA;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (1);
1330CVAE;17;EB;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (2);
1330CVAE;17;EC;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (3);
1330CVAE;17;ED;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (4);
1330CVAE;17;EE;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (5);
1330CVAE;17;EF;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (6);
1330CVAE;17;EG;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés de l'établissement (7);
1330CVAE;17;EH;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (1);
1330CVAE;17;EJ;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (2);
1330CVAE;17;EK;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (3);
1330CVAE;17;EL;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (4);
1330CVAE;17;EM;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (5);
1330CVAE;17;EN;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (6);
1330CVAE;17;EP;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (7);
1330CVAE;17;EQ;QTY;C186.6060.01;OUI;;Valeur;Nombre de salariés du chantier/lieu d'exercice (8);
1330CVAE;17;ER;RFF;C506.1154.01;NON;;Valeur;Siren de la société tête de groupe;IDENTIFIANT NUMERIQUE
1330CVAEE;17;BA;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (1);COMMUNE
1330CVAEE;17;BB;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (2);COMMUNE
1330CVAEE;17;BC;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (3);COMMUNE
1330CVAEE;17;BD;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (4);COMMUNE
1330CVAEE;17;BE;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (5);COMMUNE
1330CVAEE;17;BF;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (6);COMMUNE
1330CVAEE;17;BG;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (7);COMMUNE
1330CVAEE;17;DA;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (1);
1330CVAEE;17;DB;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (2);
1330CVAEE;17;DC;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (3);
1330CVAEE;17;DD;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (4);
1330CVAEE;17;DE;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (5);
1330CVAEE;17;DF;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (6);
1330CVAEE;17;DG;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune de localisation de l'établissement (7);
1330CVAEE;17;EA;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (1);
1330CVAEE;17;EB;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (2);
1330CVAEE;17;EC;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (3);
1330CVAEE;17;ED;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (4);
1330CVAEE;17;EE;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (5);
1330CVAEE;17;EF;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (6);
1330CVAEE;17;EG;MOA;C516.5004.01;OUI;;Valeur;Valeur locative de l'immeuble (7);
1330CVAEE;17;FA;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (1);
1330CVAEE;17;FB;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (2);
1330CVAEE;17;FC;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (3);
1330CVAEE;17;FD;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (4);
1330CVAEE;17;FE;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (5);
1330CVAEE;17;FF;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (6);
1330CVAEE;17;FG;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département de situation de l'établissement (7);
1330CVAEPE;17;AA;MOA;C516.5004.01;NON;;Valeur;Valeur ajoutée globale;
1330CVAEPE;17;AB;PCD;C501.5482.01;NON;;Valeur;Ratio Montant des charges afférentes à l'activité de production d'électricité / Montant total des charges de l'entreprise;
1330CVAEPE;17;AC;PCD;C501.5482.01;NON;;Valeur;Puissance installée totale des seuls établissements décrit aux articles 1519-F et 1519-D / Puissance installée totale de l'ensemble des établissements;
1330CVAEPE;17;AD;MOA;C516.5004.01;NON;;Valeur;Valeur Ajoutée correspondant uniquement à celle créée par les unités de production d'électricité.;
1330CVAEPE;17;BA;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement;NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BA;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement;NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BA;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement;NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BA;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement;NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BA;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement;NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BB;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (2);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BB;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (2);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BB;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (2);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BB;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (2);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BB;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (2);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BC;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (3);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BC;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (3);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BC;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (3);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BC;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (3);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BC;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (3);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BD;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (4);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BD;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (4);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BD;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (4);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BD;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (4);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BD;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (4);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BE;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (5);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BE;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (5);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BE;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (5);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BE;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (5);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BE;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (5);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BF;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (6);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BF;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (6);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BF;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (6);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BF;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (6);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BF;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (6);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BG;NAD;0000.3164.01;OUI;;AdresseVille;Commune de localisation de l'établissement (7);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BG;NAD;C080.3036.01;OUI;;Designation;Nom, dénomination de l'établissement (7);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BG;NAD;C080.3036.02;OUI;;DesignationSuite1;Complément de nom, dénomination de l'établissement (7);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BG;NAD;C080.3036.03;OUI;;DesignationSuite2;Complément 2 de nom, dénomination de l'établissement (7);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;BG;NAD;C082.3039.01;OUI;;Identifiant;NIC de l'établissement (7);NOM/DENOMINATION IDENTIFIANT COMMUNE
1330CVAEPE;17;CA;NAD;C080.3036.01;OUI;;Designation;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Dénomination de l'établissement;IDENTIFIANT ET NOM/DENOMINATION
1330CVAEPE;17;CA;NAD;C080.3036.02;OUI;;DesignationSuite1;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé complément de dénomination de l'établissement;IDENTIFIANT ET NOM/DENOMINATION
1330CVAEPE;17;CA;NAD;C080.3036.03;OUI;;DesignationSuite2;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé complément 2 de dénomination de l'établissement;IDENTIFIANT ET NOM/DENOMINATION
1330CVAEPE;17;CA;NAD;C082.3039.01;OUI;;Identifiant;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé NIC de l'établissement;IDENTIFIANT ET NOM/DENOMINATION
1330CVAEPE;17;CB;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Valeur ajoutée;
1330CVAEPE;17;CD;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Somme des bases CFE;
1330CVAEPE;17;DA;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune;
1330CVAEPE;17;DB;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (2);
1330CVAEPE;17;DC;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (3);
1330CVAEPE;17;DD;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (4);
1330CVAEPE;17;DE;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (5);
1330CVAEPE;17;DF;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (6);
1330CVAEPE;17;DG;CCI;C889.7111.01;OUI;TCO;Valeur;Code INSEE de la commune (7);
1330CVAEPE;17;EA;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW;
1330CVAEPE;17;EB;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (2);
1330CVAEPE;17;EC;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (3);
1330CVAEPE;17;ED;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (4);
1330CVAEPE;17;EE;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (5);
1330CVAEPE;17;EF;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (6);
1330CVAEPE;17;EG;QTY;C186.6060.01;OUI;;Valeur;Capacité de production en KW (7);
1330CVAEPE;17;FA;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département 1;
1330CVAEPE;17;FB;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département 2;
1330CVAEPE;17;FC;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département 3;
1330CVAEPE;17;FD;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département 4;
1330CVAEPE;17;FE;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département 5;
1330CVAEPE;17;FF;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département 6;
1330CVAEPE;17;FG;CCI;C889.7111.01;OUI;TDT;Valeur;Code INSEE du département 7;
1330CVAEPE;17;GA;NAD;0000.3164.01;OUI;;AdresseVille;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Commune de localisation de l'établissement;IDENTIFIANT COMMUNE
1330CVAEPE;17;GA;NAD;C082.3039.01;OUI;;Identifiant;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé NIC de l'établissement;IDENTIFIANT COMMUNE
1330CVAEPE;17;GB;CCI;C889.7111.01;OUI;TCO;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Code INSEE de la commune de localisation de l'établissement;
1330CVAEPE;17;GC;CCI;C889.7111.01;OUI;TPE;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Type d'installation;
1330CVAEPE;17;GD;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Base CFE;
1330CVAEPE;17;GE;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes sauf hydroelectrique concédé Valeur ajoutée correspondante;
1330CVAEPE;17;HA;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune;
1330CVAEPE;17;HB;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (2);
1330CVAEPE;17;HC;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (3);
1330CVAEPE;17;HD;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (4);
1330CVAEPE;17;HE;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (5);
1330CVAEPE;17;HF;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (6);
1330CVAEPE;17;HG;CCI;C889.7111.01;OUI;TBX;Valeur;Etablissement multi commune (7);
1330CVAEPE;17;JA;NAD;C080.3036.01;OUI;;Designation;Etablissement situé sur plusieurs communes hydroelectrique concédé Dénomination de l'établissement;IDENTIFIANT ET NOM/DENOMINATION
1330CVAEPE;17;JA;NAD;C080.3036.02;OUI;;DesignationSuite1;Etablissement situé sur plusieurs communes hydroelectrique concédé complément de dénomination de l'établissement;IDENTIFIANT ET NOM/DENOMINATION
1330CVAEPE;17;JA;NAD;C080.3036.03;OUI;;DesignationSuite2;Etablissement situé sur plusieurs communes hydroelectrique concédé complément 2 de dénomination de l'établissement;IDENTIFIANT ET NOM/DENOMINATION
1330CVAEPE;17;JA;NAD;C082.3039.01;OUI;;Identifiant;Etablissement situé sur plusieurs communes hydroelectrique concédé NIC de l'établissement;IDENTIFIANT ET NOM/DENOMINATION
1330CVAEPE;17;JB;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes hydroelectrique concédé Valeur ajoutée;
1330CVAEPE;17;KA;NAD;0000.3164.01;OUI;;AdresseVille;Etablissement situé sur plusieurs communes hydroelectrique concédé commune de l'établissement;IDENTIFIANT COMMUNE
1330CVAEPE;17;KA;NAD;C082.3039.01;OUI;;Identifiant;Etablissement situé sur plusieurs communes hydroelectrique concédé NIC de l'établissement;IDENTIFIANT COMMUNE
1330CVAEPE;17;KB;CCI;C889.7111.01;OUI;TCO;Valeur;Etablissement situé sur plusieurs communes hydroelectrique concédé Code INSEE de la commune de l'établissement;
1330CVAEPE;17;KC;PCD;C501.5482.01;OUI;;Valeur;Etablissement situé sur plusieurs communes hydroelectrique concédé Pourcentage de répartition;
1330CVAEPE;17;KD;MOA;C516.5004.01;OUI;;Valeur;Etablissement situé sur plusieurs communes hydroelectrique concédé Valeur ajoutée correspondante;
2025A;17;AA;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation autorisée;
2025A;17;AB;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation effectivement pratiquée;
2025A;17;AC;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation antérieure rapportée au bénéfice imposable;
2025A;17;BA;FTX;C108.4440.01;OUI;;TexteLibre1;Détail de la provision pour hausse des prix, produits, matières et approvisionnements, libellé;
2025A;17;CA;QTY;C186.6060.01;OUI;;Valeur;Détail de la provision pour hausse des prix, quantités à la clôture de l'exercice;
2025A;17;DA;MOA;C516.5004.01;OUI;;Valeur;Détail de la provisions pour hausse des prix, valeur unitaire à l'ouverture de l'exercice;
2025A;17;EA;MOA;C516.5004.01;OUI;;Valeur;Détail de la provisions pour hausse des prix, valeur unitaire à la clôture de l'exercice;
2025C;17;BA;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation au compte provision à la clôture de l'exercice;
2025C;17;BB;MOA;C516.5004.01;NON;;Valeur;Montant de la dotation  antérieure rapportée au bénéfice imposable;
2025C;17;DA;NAD;0000.3164.01;NON;;AdresseVille;Entreprise bénéficiaire du prêt, ville;NOM/DENOMINATION ADRESSE
2025C;17;DA;NAD;0000.3207.01;NON;;AdresseCodePays;Entreprise bénéficiaire du prêt, pays;NOM/DENOMINATION ADRESSE
2025C;17;DA;NAD;0000.3251.01;NON;;AdresseCodePostal;Entreprise bénéficiaire du prêt, code postal;NOM/DENOMINATION ADRESSE
2025C;17;DA;NAD;C059.3042.01;NON;;AdresseNumero, AdresseType, AdresseVoie;Entreprise bénéficiaire du prêt,  numéro, type et nom voie;NOM/DENOMINATION ADRESSE
